timestamp,temperature,humidity
2025-08-19 01:29:05,28.48,54.56
2025-08-19 01:29:07,26.59,59.37
2025-08-19 01:29:09,22.7,48.61
2025-08-19 01:29:11,24.57,43.26
2025-08-19 01:29:13,26.61,54.26
2025-08-19 01:29:15,22.16,57.8
2025-08-19 01:29:17,29.85,55.21
2025-08-19 01:29:19,29.82,49.15
2025-08-19 01:29:21,26.14,45.82
2025-08-19 01:29:23,25.43,41.08
2025-08-19 01:29:25,28.39,58.21
2025-08-19 01:29:27,24.15,53.51
2025-08-19 01:29:29,21.54,47.45
2025-08-19 01:29:31,28.94,45.91
2025-08-19 01:29:33,24.94,50.8
2025-08-19 01:29:35,29.77,40.93
2025-08-19 01:29:37,25.11,58.44
2025-08-19 01:29:39,21.22,57.29
2025-08-19 01:29:41,26.93,55.22
2025-08-19 01:29:43,27.85,44.0
2025-08-19 01:29:45,26.65,47.67
2025-08-19 01:29:47,27.91,40.79
2025-08-19 01:29:49,28.73,46.84
2025-08-19 01:29:51,22.13,42.77
2025-08-19 01:29:53,24.66,53.14
2025-08-19 01:29:55,20.89,54.28
2025-08-19 01:29:57,29.09,40.96
2025-08-19 01:29:59,23.3,43.76
2025-08-19 01:30:01,22.31,52.95
2025-08-19 01:30:03,25.39,42.9
2025-08-19 01:30:05,22.19,43.41
2025-08-19 01:30:07,20.72,51.18
2025-08-19 01:30:09,28.42,54.03
2025-08-19 01:30:11,21.41,58.82
2025-08-19 01:30:13,21.2,54.58
2025-08-19 01:30:15,27.68,41.26
2025-08-19 01:30:17,20.34,55.84
2025-08-19 01:30:19,28.43,55.15
2025-08-19 01:30:21,27.31,41.97
2025-08-19 01:30:23,26.54,50.91
2025-08-19 01:30:25,27.56,49.99
2025-08-19 01:30:27,20.4,54.79
2025-08-19 01:30:29,29.84,50.93
2025-08-19 01:30:31,22.48,56.5
2025-08-19 01:30:33,20.44,47.91
2025-08-19 01:30:35,24.41,58.49
2025-08-19 01:30:37,24.24,59.9
2025-08-19 01:30:39,29.51,44.64
2025-08-19 01:30:41,21.16,48.06
2025-08-19 01:30:43,23.44,58.97
2025-08-19 01:30:45,22.35,48.28
2025-08-19 01:30:47,23.13,52.41
2025-08-19 01:30:49,23.52,44.21
2025-08-19 01:30:51,27.35,43.83
2025-08-19 01:30:53,28.03,46.9
2025-08-19 01:30:55,29.0,41.44
2025-08-19 01:30:57,29.63,51.55
2025-08-19 01:30:59,28.88,51.17
2025-08-19 01:31:01,28.63,49.19
2025-08-19 01:31:03,22.69,52.54
2025-08-19 01:31:05,24.39,40.01
2025-08-19 01:31:07,26.1,40.35
2025-08-19 01:31:09,28.53,58.75
2025-08-19 01:31:11,22.25,51.01
2025-08-19 01:31:13,20.74,46.62
2025-08-19 01:31:15,29.48,57.89
2025-08-19 01:31:17,28.74,49.17
2025-08-19 01:31:19,26.53,56.58
2025-08-19 01:31:21,29.58,47.81
2025-08-19 01:31:23,22.66,44.96
2025-08-19 01:31:25,22.69,47.54
2025-08-19 01:31:27,23.09,52.36
2025-08-19 01:31:29,27.76,55.55
2025-08-19 01:31:31,24.11,58.84
2025-08-19 01:31:33,26.57,44.9
2025-08-19 01:31:35,28.95,47.27
2025-08-19 01:31:37,24.95,43.78
2025-08-19 01:31:39,21.46,44.71
2025-08-19 01:31:41,21.42,46.4
2025-08-19 01:31:43,24.22,45.51
2025-08-19 01:31:45,21.23,48.05
2025-08-19 01:31:47,27.97,46.01
2025-08-19 01:31:49,20.95,50.72
2025-08-19 01:31:51,20.89,58.39
2025-08-19 01:31:53,21.06,45.76
2025-08-19 01:31:55,23.33,46.27
2025-08-19 01:31:57,28.49,44.2
2025-08-19 01:31:59,29.37,47.6
2025-08-19 01:32:01,21.36,58.56
2025-08-19 01:32:03,27.18,54.51
2025-08-19 01:32:05,27.35,43.19
2025-08-19 01:32:07,20.81,51.07
2025-08-19 01:32:09,23.03,54.31
2025-08-19 01:32:11,23.93,54.76
2025-08-19 01:32:13,24.67,51.95
2025-08-19 01:32:15,26.3,53.6
2025-08-19 01:32:17,22.58,56.16
2025-08-19 01:32:19,25.42,56.96
2025-08-19 01:32:21,22.1,42.9
2025-08-19 01:32:23,25.59,41.2
2025-08-19 01:32:25,26.09,44.96
2025-08-19 01:32:27,20.76,44.6
2025-08-19 01:32:29,29.67,54.51
2025-08-19 01:32:31,23.62,51.04
2025-08-19 01:32:33,28.98,52.89
2025-08-19 01:32:35,27.72,41.45
2025-08-19 01:32:37,22.89,58.42
2025-08-19 01:32:39,29.33,54.92
2025-08-19 01:32:41,22.66,43.92
2025-08-19 01:32:43,23.22,44.27
2025-08-19 01:32:45,24.71,57.99
2025-08-19 01:32:47,21.92,48.98
2025-08-19 01:32:49,21.91,51.22
2025-08-19 01:32:51,24.83,42.65
2025-08-19 01:32:53,21.58,51.89
2025-08-19 01:32:55,26.48,52.11
2025-08-19 01:32:57,26.31,57.78
2025-08-19 01:32:59,26.59,48.04
2025-08-19 01:33:01,25.47,53.3
2025-08-19 01:33:03,21.31,47.26
2025-08-19 01:33:05,24.43,50.26
2025-08-19 01:33:07,28.69,45.99
2025-08-19 01:33:09,20.18,58.15
2025-08-19 01:33:11,22.56,50.48
2025-08-19 01:33:13,24.93,53.11
2025-08-19 01:33:15,22.02,52.76
2025-08-19 01:33:17,20.18,49.33
2025-08-19 01:33:19,28.66,48.42
2025-08-19 01:33:21,29.53,57.56
2025-08-19 01:33:23,23.61,54.03
2025-08-19 01:33:25,28.15,44.21
2025-08-19 01:33:27,27.02,59.77
2025-08-19 01:33:29,25.56,43.34
2025-08-19 01:33:31,24.91,53.36
2025-08-19 01:33:33,28.82,59.53
2025-08-19 01:33:35,29.95,58.22
2025-08-19 01:33:37,23.46,42.92
2025-08-19 01:33:39,28.06,53.74
2025-08-19 01:33:41,23.0,45.38
2025-08-19 01:33:43,20.41,57.1
2025-08-19 01:33:45,20.56,49.14
2025-08-19 01:33:47,21.16,46.38
2025-08-19 01:33:49,23.25,50.36
2025-08-19 01:33:51,28.03,48.68
2025-08-19 01:33:53,23.6,52.48
2025-08-19 01:33:55,28.22,50.78
2025-08-19 01:33:57,21.11,47.27
2025-08-19 01:33:59,24.79,57.64
2025-08-19 01:34:01,28.18,52.07
2025-08-19 01:34:03,25.83,58.22
2025-08-19 01:34:05,25.54,45.82
2025-08-19 01:34:07,23.69,44.03
2025-08-19 01:34:09,21.76,45.42
2025-08-19 01:34:11,22.38,41.3
2025-08-19 01:34:13,21.62,46.33
2025-08-19 01:34:15,22.93,58.95
2025-08-19 01:34:17,22.0,49.92
2025-08-19 01:34:19,20.66,43.16
2025-08-19 01:34:22,24.28,45.81
2025-08-19 01:34:24,23.12,59.25
2025-08-19 01:34:26,22.76,43.36
2025-08-19 01:34:28,29.28,52.79
2025-08-19 01:34:30,23.11,50.36
2025-08-19 01:34:32,27.18,45.17
2025-08-19 01:34:34,26.91,58.74
2025-08-19 01:34:36,26.45,58.25
2025-08-19 01:34:38,27.35,47.18
2025-08-19 01:34:40,22.42,48.91
2025-08-19 01:34:42,24.33,59.21
2025-08-19 01:34:44,20.83,45.84
2025-08-19 01:34:46,26.45,53.96
2025-08-19 01:34:48,26.86,51.57
2025-08-19 01:34:50,29.78,42.64
2025-08-19 01:34:52,21.48,49.97
2025-08-19 01:34:54,27.85,54.79
2025-08-19 01:34:56,20.06,45.06
2025-08-19 01:34:58,26.46,40.82
2025-08-19 01:35:00,24.12,52.56
2025-08-19 01:35:02,28.47,47.87
2025-08-19 01:35:04,24.27,42.43
2025-08-19 01:35:06,28.02,57.84
2025-08-19 01:35:08,22.04,56.54
2025-08-19 01:35:10,26.17,47.75
2025-08-19 01:35:12,24.27,42.47
2025-08-19 01:35:14,28.83,49.48
2025-08-19 01:35:16,21.04,56.26
2025-08-19 01:35:18,25.06,46.97
2025-08-19 01:35:20,28.1,43.16
2025-08-19 01:35:22,26.61,46.13
2025-08-19 01:35:24,26.44,42.95
2025-08-19 01:35:26,28.3,42.05
2025-08-19 01:35:28,26.43,50.2
2025-08-19 01:35:30,22.36,46.29
2025-08-19 01:35:32,29.25,49.55
2025-08-19 01:35:34,27.25,58.92
2025-08-19 01:35:36,24.58,59.89
2025-08-19 01:35:38,26.6,49.77
2025-08-19 01:35:40,20.97,49.61
2025-08-19 01:35:42,25.31,50.96
2025-08-19 01:35:44,28.98,46.6
2025-08-19 01:35:46,23.72,57.12
2025-08-19 01:35:48,24.17,57.17
2025-08-19 01:35:50,23.16,41.55
2025-08-19 01:35:52,20.62,48.37
2025-08-19 01:35:54,21.19,55.55
2025-08-19 01:35:56,29.46,42.1
2025-08-19 01:35:58,26.52,45.4
2025-08-19 01:36:00,28.98,47.15
2025-08-19 01:36:02,29.37,44.87
2025-08-19 01:36:04,22.44,46.07
2025-08-19 01:36:06,20.66,48.18
2025-08-19 01:36:08,25.51,48.42
2025-08-19 01:36:10,23.66,50.04
2025-08-19 01:36:12,23.98,58.79
2025-08-19 01:36:14,27.21,43.78
2025-08-19 01:36:16,23.83,53.03
2025-08-19 01:36:18,24.85,52.94
